Employee ID,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
1549,04-Jun-23,Project Management,External,Completed,North Paulbury,Tammy Smith,1,759.56
1550,09-Nov-22,Customer Service,External,Failed,Sarahville,Sarah Blake,3,354.19
1551,22-Aug-22,Project Management,External,Incomplete,Kimberlyshire,Todd Medina,4,791.44
1552,28-Sep-22,Leadership Development,External,Passed,Hendersonbury,Michael Brown,4,616.86
1553,19-Mar-23,Leadership Development,External,Completed,Chenshire,Michael Hoffman,3,528.55
1554,17-Sep-22,Project Management,Internal,Completed,North Taraview,Donald Wong,2,892.06
1555,26-Feb-23,Technical Skills,External,Passed,New Jamesport,Karen Ramos MD,5,757.78
1556,10-Jun-23,Communication Skills,External,Completed,Justinmouth,Vincent Lester,1,337.94
1557,06-Jun-23,Customer Service,External,Incomplete,Nicholasfurt,Eric Bullock,5,256.57
1558,25-Sep-22,Leadership Development,External,Passed,Alvarezland,Daniel Edwards,2,839.12
1559,08-Apr-23,Project Management,External,Passed,East Kimberly,Katherine Wilson,1,281.94
1560,05-Jul-23,Technical Skills,External,Completed,Careyberg,Allen Spencer,2,821.41
1561,19-Oct-22,Leadership Development,Internal,Incomplete,Lake Jenniferside,Dr. Heather Osborne,3,924.06
1562,24-Dec-22,Leadership Development,Internal,Passed,Thompsonmouth,Alexis Ryan,2,578.66
1563,09-Dec-22,Leadership Development,External,Incomplete,Grantton,Laura Harper,3,721.86
1564,20-Apr-23,Communication Skills,External,Completed,Mannton,Larry Johnson,4,430.3
1565,03-Dec-22,Customer Service,Internal,Completed,New Taylorhaven,Heather Jones,3,337.52
1566,05-May-23,Communication Skills,Internal,Failed,East Matthew,Mrs. Jordan Lee,1,692.71
1567,13-May-23,Project Management,External,Failed,Nicoleborough,Debra Bailey,1,177.99
1568,07-Apr-23,Communication Skills,External,Incomplete,Riddleland,Maria Ramos,5,586.71
1569,20-Mar-23,Customer Service,Internal,Completed,West Patrickmouth,Brian Fitzpatrick,2,771.98
1570,28-Mar-23,Project Management,Internal,Passed,West Chelseastad,Christopher Davidson,4,121.88
1571,15-Mar-23,Project Management,External,Completed,Hillstad,Jennifer Gonzales,2,379.68
1572,08-Oct-22,Customer Service,Internal,Completed,Adammouth,Douglas Greer,2,738.65
1573,15-Dec-22,Technical Skills,External,Incomplete,Khanberg,Douglas Johnson,2,159.42
1574,23-Jun-23,Communication Skills,Internal,Passed,South Andrew,Timothy Wood,1,689.76
1575,14-Apr-23,Leadership Development,Internal,Incomplete,Torresbury,Lisa Harris,5,981.36
1576,06-Jul-23,Communication Skills,Internal,Completed,Jessicaview,Patricia Daugherty,4,104.34
1577,26-Oct-22,Customer Service,External,Failed,Lake Billy,Katherine Ward,5,413.08
1578,29-Dec-22,Technical Skills,External,Incomplete,Lake Susanmouth,Brandon Booker,1,856.71
1579,20-Oct-22,Communication Skills,Internal,Passed,Port Stevenside,Ashley Brown,5,322.3
1580,29-Mar-23,Project Management,Internal,Passed,Garciafurt,Julie James,3,527.93
1581,10-Jan-23,Project Management,External,Failed,Port Kellyside,Lindsay Allison,2,480.2
1582,01-Nov-22,Leadership Development,Internal,Completed,West Adam,Nicole Thompson,5,323.79
1583,18-Jun-23,Leadership Development,External,Failed,East Ronniehaven,Blake Miller,3,184.66
1584,10-May-23,Leadership Development,External,Passed,South Kristaborough,Thomas Ware,4,265.22
1585,06-Feb-23,Technical Skills,External,Incomplete,Kellybury,Lauren Rogers PhD,5,843.28
1586,06-Dec-22,Communication Skills,Internal,Passed,North Megan,Johnny Moore,3,643.9
1587,10-Mar-23,Customer Service,Internal,Completed,Alvarezshire,Daniel Perez,4,876.73
1588,08-Nov-22,Leadership Development,Internal,Failed,East Douglasport,Christopher Hayes,1,293.85
1589,22-Oct-22,Project Management,Internal,Incomplete,Port Ronnie,Robert Jones,4,328.06
1590,16-Mar-23,Leadership Development,Internal,Failed,Sarahbury,Jordan Jarvis,2,187.35
1591,09-Jun-23,Leadership Development,Internal,Passed,Port Linda,Karen Gonzalez,5,340.01
1592,20-Jun-23,Communication Skills,Internal,Incomplete,Leblancville,Donald Rogers,1,590.82
1593,08-May-23,Leadership Development,External,Failed,Debbiemouth,Pamela Sharp,1,321.08
1594,04-Apr-23,Communication Skills,External,Failed,New Tinafurt,Jessica King,1,684.45
1595,07-May-23,Leadership Development,External,Passed,Gallagherstad,Pamela Hernandez,4,571.48
1596,03-Feb-23,Project Management,Internal,Incomplete,Franklinstad,Misty Burns,4,683.34
1597,07-Jul-23,Customer Service,Internal,Incomplete,Lake Charles,Richard Owen,2,865.57
1598,17-Jun-23,Technical Skills,Internal,Incomplete,New Jenniferburgh,Daniel Barnes,2,130.29
1599,17-May-23,Leadership Development,External,Passed,Shawnport,Alexandra Lin,2,848.72
1600,15-Aug-22,Project Management,Internal,Passed,Jorgemouth,Katherine Ramos,5,851.93
1601,20-May-23,Technical Skills,Internal,Incomplete,New Shannontown,Anthony King,4,381.09
1602,23-Apr-23,Project Management,External,Incomplete,Munozborough,Reginald Turner,4,175.5
1603,11-Mar-23,Communication Skills,External,Completed,Port Sabrinaton,Steven Larson,2,784.15
1604,08-Feb-23,Communication Skills,External,Passed,New Ashley,Jason Williams,3,999.97
1605,08-Apr-23,Customer Service,Internal,Passed,Beckerside,Shane Weaver,5,878.65
1606,26-Sep-22,Project Management,Internal,Completed,Petermouth,Teresa Dickerson PhD,5,937.89
1607,30-Nov-22,Customer Service,External,Completed,West Jamesshire,Pamela Stevens,3,961.1
1608,06-Nov-22,Customer Service,Internal,Incomplete,North Stephenfurt,Lynn Duncan,1,820.96
1609,22-Apr-23,Project Management,Internal,Failed,New Jennifer,Emily Fisher,3,455.52
1610,29-Mar-23,Communication Skills,External,Completed,North Erin,Francisco Hines,4,815.24
1611,01-Oct-22,Leadership Development,External,Failed,North Debra,Laura Jones,5,534.82
1612,25-Jan-23,Technical Skills,External,Incomplete,Lake Brentbury,Brad King,4,522.79
1613,28-Jan-23,Leadership Development,Internal,Completed,Lake Charlesberg,Justin Rivera,1,868.8
1614,22-Jul-23,Communication Skills,External,Passed,Kennethstad,Tammy Paul,1,808.85
1615,31-Aug-22,Technical Skills,Internal,Passed,Marystad,Sabrina Hicks,1,874.1
1616,18-Jul-23,Leadership Development,External,Completed,Michelleborough,Mark Cisneros,2,206.73
1617,06-Feb-23,Leadership Development,Internal,Completed,New Hannah,George Stevenson,3,586.5
1618,24-Apr-23,Leadership Development,Internal,Passed,East Stephenfurt,Rose Ortega DDS,2,779.69
1619,07-Nov-22,Technical Skills,Internal,Incomplete,Port Courtneymouth,Willie Roth,4,506.99
1620,18-Jan-23,Project Management,External,Completed,Bakerberg,Michael Lee,5,986.14
1621,03-Oct-22,Technical Skills,Internal,Completed,Pattersonmouth,Scott Calhoun,2,264.74
1622,17-Dec-22,Communication Skills,Internal,Passed,Port Jonathanburgh,Jason Martinez,4,344.06
1623,26-Nov-22,Project Management,Internal,Passed,Lloydfurt,Matthew Nelson,3,232.5
1624,21-Apr-23,Customer Service,Internal,Failed,Katherineland,Brittney Chapman,1,953.68
1625,15-Nov-22,Project Management,External,Passed,East Danielport,David Wood,5,101.56
1626,05-May-23,Project Management,Internal,Failed,Austinville,Ryan Morris,3,624.8
1627,05-Dec-22,Project Management,Internal,Completed,South Emmaport,Brenda Richardson,5,943.93
1628,20-May-23,Customer Service,Internal,Completed,Port Nicholasburgh,Kimberly Owens,1,781.52
1629,18-Jul-23,Leadership Development,Internal,Failed,East Kevinstad,Jason Moore,2,615.28
1630,26-Mar-23,Customer Service,External,Incomplete,South Matthew,Ann Wright,4,779.26
1631,14-Jan-23,Customer Service,External,Incomplete,Larryshire,Marissa Mcintyre,1,464.49
1632,26-Mar-23,Leadership Development,External,Completed,Deniseshire,Jim Adams,4,196.31
1633,09-Oct-22,Project Management,External,Passed,East Allison,Daniel Benitez,3,300.12
1634,26-Mar-23,Communication Skills,External,Failed,Donnaport,Amber Waters,3,895.42
1635,15-May-23,Leadership Development,External,Completed,Port Mark,Christina Moore,3,619.86
1636,31-Aug-22,Technical Skills,External,Completed,South Sarah,Matthew Benson,1,943.84
1637,04-Oct-22,Customer Service,External,Failed,Onealshire,Daniel Taylor,5,556.33
1638,27-Dec-22,Customer Service,External,Completed,North James,Theodore Torres,4,274.97
1639,21-Jan-23,Communication Skills,Internal,Completed,West Tonyfurt,James Wagner,5,359.87
1640,01-Feb-23,Communication Skills,Internal,Completed,Port Heather,Jennifer Bell,1,881.51
1641,22-Dec-22,Project Management,External,Passed,Tylermouth,Bradley Warner,5,879.86
1642,18-Jul-23,Customer Service,External,Passed,Lake Andrea,Joseph Steele,3,226.92
1643,13-Jul-23,Technical Skills,External,Completed,Farleychester,Linda Strong,3,674.14
1644,13-Dec-22,Customer Service,External,Failed,East Victoria,Lindsay Parker,4,383.95
1645,12-Aug-22,Technical Skills,External,Completed,New Jeffrey,Nicole Horn,1,122.81
1646,07-Aug-22,Customer Service,Internal,Completed,North Robertville,Joseph Hill,5,380.22
1647,15-Sep-22,Communication Skills,External,Passed,Lancemouth,Melissa Wood,5,719.1
1648,11-Jan-23,Project Management,External,Passed,West Dawntown,Kevin Palmer,1,699.81
1649,24-Nov-22,Leadership Development,Internal,Passed,New David,Lisa Kennedy MD,5,452.38
1650,08-Oct-22,Leadership Development,Internal,Completed,Robertfort,Angela Lewis,3,727.36
1651,20-Dec-22,Customer Service,Internal,Passed,Danieltown,Leslie Howell,5,595.83
1652,09-Dec-22,Leadership Development,Internal,Completed,Pageport,John Watson,4,740.51
1653,24-Jul-23,Technical Skills,External,Incomplete,Jasonport,Tammy Gaines,1,886.01
1654,01-May-23,Technical Skills,External,Failed,Michaelshire,George Morris,2,641.09
1655,15-Jun-23,Communication Skills,Internal,Completed,Garciafurt,Candice Williams,5,780.94
1656,19-Mar-23,Leadership Development,Internal,Completed,North Amanda,Christopher Drake,3,132.75
1657,01-Oct-22,Technical Skills,Internal,Passed,South Danny,Robert Bartlett,1,838.52
1658,06-Jun-23,Project Management,External,Failed,Morrisburgh,Bradley Walker,4,474.23
1659,23-May-23,Leadership Development,Internal,Incomplete,Briggsport,Christine Rollins,1,579.06
1660,25-Jul-23,Communication Skills,Internal,Failed,Lake Angela,Paula Choi,5,698.82
1661,20-Jul-23,Technical Skills,Internal,Failed,New Nathan,Justin Thompson,5,633.36
1662,18-Feb-23,Technical Skills,Internal,Failed,Wilsonborough,Diane Lam,3,241.19
1663,13-Jul-23,Communication Skills,External,Passed,New Elizabeth,Dustin Alexander,5,271.37
1664,08-Jul-23,Project Management,Internal,Incomplete,East Jimmy,Christopher Smith,1,137.87
1665,15-Nov-22,Project Management,Internal,Passed,Herreraland,Dr. Christina Johnson,3,999.83
1666,21-Feb-23,Technical Skills,Internal,Failed,New Paula,Kristin Scott,5,597.62
1667,11-Sep-22,Leadership Development,External,Completed,Munozstad,Thomas Schmitt,1,697.89
1668,23-Jun-23,Customer Service,External,Failed,Lake Melanie,Jocelyn Lee,5,673.27
1669,10-Jan-23,Project Management,External,Passed,Danielport,Ronald Shaw,5,753.01
1670,01-Feb-23,Leadership Development,Internal,Failed,Aaronstad,Jamie Riley,5,939.02
1671,15-Nov-22,Customer Service,External,Passed,East Jeremy,Stacey Sparks,2,680.45
1672,14-Sep-22,Technical Skills,External,Completed,Jacksonmouth,Todd Shea,3,263.8
1673,04-Jan-23,Project Management,External,Incomplete,Christinashire,Mark Miller,2,981.06
1674,22-Nov-22,Customer Service,Internal,Passed,New William,Brandon Lee,1,293.55
1675,07-Mar-23,Technical Skills,Internal,Failed,New Alexanderland,Matthew Robertson,4,904.68
1676,07-Dec-22,Project Management,Internal,Failed,Carlland,Michael Patel,5,104.66
1677,02-Dec-22,Technical Skills,External,Incomplete,Nicholsonfurt,Juan Hall,2,836.37
1678,14-Apr-23,Leadership Development,Internal,Completed,Turnershire,Patricia Smith,1,749.64
1679,25-Mar-23,Leadership Development,External,Failed,Lloydborough,Alicia Reed,5,213.06
1680,04-Oct-22,Customer Service,Internal,Completed,Wrightburgh,Jennifer Mclaughlin,3,882.76
1681,20-Dec-22,Customer Service,External,Failed,Santanastad,Brenda Tyler,1,113.42
1682,19-Sep-22,Project Management,External,Failed,South Rhondaburgh,Brittany Munoz,3,284.61
1683,28-Jun-23,Project Management,Internal,Failed,Port Amanda,Melissa Carter,1,599.74
1684,05-Jun-23,Leadership Development,Internal,Failed,North Amberport,Randall Smith,5,700.99
1685,01-Jan-23,Customer Service,Internal,Passed,West Jenniferton,Mr. James Mills,1,650.07
1686,11-Nov-22,Communication Skills,External,Completed,West Robert,Paul Cook,2,851.38
1687,24-Feb-23,Customer Service,Internal,Failed,Tanyabury,James Brown,4,455.1
1688,21-Dec-22,Project Management,Internal,Completed,Brendaside,Paul Harrington,3,880.67
1689,15-Sep-22,Customer Service,External,Passed,Moodychester,Tara Ballard,2,712.64
1690,21-Jan-23,Communication Skills,Internal,Failed,Moralesport,Daniel Barnett,3,504.34
1691,21-Sep-22,Customer Service,External,Failed,South Kellyborough,Michael Williamson,3,120.37
1692,08-Mar-23,Project Management,External,Failed,North Madisonberg,Daniel Alvarez,1,705.24
1693,10-Mar-23,Project Management,External,Passed,Hodgesmouth,Kim James,5,928.81
1694,30-Aug-22,Communication Skills,Internal,Completed,Kaylaburgh,William Moore,5,638.07
1695,03-Jan-23,Leadership Development,Internal,Passed,East James,Brittany Fuller,2,913.34
1696,29-May-23,Project Management,Internal,Completed,Yatesburgh,Dr. Eric Reynolds,1,754.78
1697,14-Oct-22,Leadership Development,External,Passed,South Mistychester,Sierra Bishop,4,503.3
1698,23-Nov-22,Technical Skills,External,Passed,Dustinville,Shawn Williams,5,218.31
1699,24-Jul-23,Customer Service,External,Incomplete,Port Jorge,Derek Wilson,3,730.86
1700,19-Sep-22,Customer Service,External,Completed,Andradeport,Dr. Taylor Davis,4,203.34
1701,18-Jun-23,Technical Skills,Internal,Passed,South Taylor,Marcus Harris,1,460.53
1702,19-Mar-23,Communication Skills,Internal,Completed,Meganport,Madison Rogers,5,733.92
1703,06-Oct-22,Customer Service,Internal,Completed,Audreyfort,Lance Steele,2,987.43
1704,13-May-23,Customer Service,External,Completed,Lake Julia,Sarah Ryan,1,691.32
1705,22-Oct-22,Communication Skills,External,Passed,Lake Traceyborough,Evan Davis,1,663.08
1706,21-Sep-22,Customer Service,External,Incomplete,Kathleenhaven,Daniel Rivera,1,970.01
1707,26-May-23,Customer Service,Internal,Passed,Shepherdchester,Jeffrey Williams,3,496.31
1708,20-Jun-23,Customer Service,Internal,Incomplete,South Carrie,Matthew Cox,5,640.01
1709,03-Jun-23,Technical Skills,External,Failed,South Lance,Stephanie Haney,4,858.8
1710,11-Dec-22,Communication Skills,External,Passed,Markville,Sharon Sanchez,2,300.52
1711,30-Sep-22,Technical Skills,External,Failed,Lindaland,Melissa Martinez,3,102.19
1712,06-Jun-23,Communication Skills,Internal,Completed,Michaelberg,Adam Walters,2,581.16
1713,11-Mar-23,Leadership Development,Internal,Incomplete,Clarkeside,Samantha Mcguire,3,752.91
1714,24-Jul-23,Project Management,External,Passed,Lake Michael,Gary Smith,3,374.58
1715,17-Feb-23,Leadership Development,Internal,Incomplete,North Danielfort,Hector Hinton,3,788.64
1716,13-Feb-23,Communication Skills,External,Incomplete,Lake Erica,Leslie Hall,2,234.05
1717,05-Nov-22,Customer Service,External,Incomplete,Port Joshua,Anne Holt,1,381.33
1718,24-Dec-22,Leadership Development,Internal,Passed,Wellsborough,Wendy Short,3,527.62
1719,12-Sep-22,Leadership Development,External,Passed,Butlerchester,Brian Hawkins,3,442.1
1720,19-Jan-23,Project Management,Internal,Passed,Scotthaven,Tamara Harris,2,396.81
1721,16-Feb-23,Project Management,External,Failed,Kathleenhaven,John Graham,2,730.31
1722,14-May-23,Technical Skills,External,Incomplete,Stephensburgh,Caleb Strickland,2,128.06
1723,25-Sep-22,Technical Skills,External,Passed,Sophiaborough,Andrea Lopez,5,942.63
1724,11-Apr-23,Customer Service,Internal,Failed,Fullerstad,Miguel Villarreal,5,733.63
1725,16-Jan-23,Customer Service,External,Completed,Cynthiaview,James Mccormick,1,743.28
1726,19-Oct-22,Technical Skills,Internal,Completed,Higginsport,Joshua Brewer,4,435.18
1727,16-Feb-23,Technical Skills,Internal,Failed,Weaverburgh,Donna Guzman,5,252.22
1728,31-Dec-22,Customer Service,External,Completed,Lake Dustin,Joel Thomas,2,103.07
1729,22-Mar-23,Technical Skills,Internal,Incomplete,Mollymouth,Jennifer Diaz,2,386.87
1730,20-Mar-23,Customer Service,External,Incomplete,East Julie,Joseph Russo,3,718.21
1731,27-Feb-23,Customer Service,Internal,Failed,South Jennifer,Travis Cook,1,578.81
1732,06-Jul-23,Project Management,Internal,Completed,East Louis,Derrick Wallace,1,562.06
1733,08-Jan-23,Leadership Development,External,Incomplete,Lake Danielleport,Tammy King,5,845.86
1734,16-Jan-23,Project Management,External,Completed,Samanthatown,Jodi Davis,2,391.39
1735,22-Jul-23,Project Management,Internal,Passed,Jonesport,David Harris,1,203.04
1736,09-Mar-23,Leadership Development,Internal,Incomplete,West Sarahborough,Michael Lopez,4,717.29
1737,17-Oct-22,Leadership Development,External,Incomplete,Atkinsonbury,William Collins,5,719
1738,09-Jan-23,Customer Service,External,Incomplete,East Sharon,Sean Mckee,5,802.66
1739,04-Jul-23,Communication Skills,Internal,Incomplete,East Julie,Lisa Hahn,1,388.07
1740,18-Feb-23,Project Management,Internal,Completed,South Donna,Nicole Sanders,2,350.26
1741,08-Nov-22,Leadership Development,External,Completed,Chasefurt,Mrs. Sandra Howard DDS,5,625.76
1742,19-Apr-23,Communication Skills,External,Incomplete,Port Robert,Kristen Brown,1,206.72
1743,13-Jul-23,Project Management,External,Passed,New David,Debra Barton,4,954.37
1744,24-Dec-22,Communication Skills,Internal,Failed,Prattview,Scott Kline,4,728.77
1745,05-Sep-22,Leadership Development,External,Completed,Simsberg,Mrs. Stephanie Miller,1,996.01
1746,18-Nov-22,Communication Skills,Internal,Incomplete,Jonesberg,Lauren Andrews,2,787.19
1747,02-Mar-23,Project Management,External,Passed,Ryanshire,Kevin Snow,3,853.43
1748,26-Mar-23,Leadership Development,External,Failed,Williamsmouth,Andrea Ball,5,433.03
1749,21-Jul-23,Leadership Development,Internal,Incomplete,Burtonton,Joseph Potter,3,148.69
1750,20-Aug-22,Project Management,Internal,Incomplete,New Arthur,Maria Gonzalez,1,523.44
1751,10-Dec-22,Project Management,External,Incomplete,New Dennisshire,Jose Guzman,5,719.54
1752,09-Oct-22,Leadership Development,External,Incomplete,Harrisonshire,John Ramirez,3,560.55
1753,18-Mar-23,Customer Service,Internal,Completed,Port Steven,Brett Ortiz,1,711.71
1754,30-Jan-23,Project Management,External,Failed,Franciscohaven,John Jones,1,980.65
1755,22-Nov-22,Communication Skills,External,Incomplete,Curryberg,Melissa Whitehead,2,367.76
1756,22-Apr-23,Communication Skills,Internal,Failed,Laurieville,Jared Spence,1,849.36
1757,31-Dec-22,Technical Skills,Internal,Incomplete,Port Brittanyton,Barbara Cochran,5,305.05
1758,14-May-23,Customer Service,Internal,Completed,North Patricia,Robert Campbell,5,296.24
1759,21-Oct-22,Project Management,Internal,Completed,Clarkview,Rachel Phillips,4,220.06
1760,20-Jan-23,Technical Skills,External,Passed,Brownchester,Glenn Jimenez,3,378.51
1761,07-Nov-22,Technical Skills,External,Completed,New Eric,Denise Guzman,4,905.6
1762,02-Sep-22,Customer Service,External,Incomplete,South Raymondchester,Christopher Griffin,3,669.57
1763,02-Mar-23,Leadership Development,External,Completed,Joneston,Amanda Hughes,2,723.9
1764,07-May-23,Communication Skills,Internal,Passed,Port Joshua,Anna Mitchell,1,834.44
1765,04-Aug-23,Leadership Development,External,Incomplete,Williamsmouth,William Johnson,1,393.88
1766,07-Jul-23,Customer Service,External,Incomplete,Greenestad,Patrick Gray,3,637.61
1767,25-Oct-22,Project Management,External,Passed,Riverastad,Scott Everett,3,902.11
1768,30-Sep-22,Leadership Development,External,Passed,Lake Tyler,Amanda Nelson,1,999.79
1769,27-Mar-23,Leadership Development,Internal,Passed,New Jamesville,Stephanie Good DVM,1,976.58
1770,04-Sep-22,Customer Service,External,Incomplete,West David,Natalie Ross,2,257.2
1771,27-Feb-23,Technical Skills,External,Incomplete,New Kevinfurt,Randy Wilson,2,991.1
1772,20-Aug-22,Technical Skills,External,Passed,Port Paul,Lydia Campbell,2,205.64
1773,30-Dec-22,Leadership Development,Internal,Passed,Moorechester,Aaron Hubbard,2,817.45
1774,08-Jun-23,Customer Service,External,Failed,Johnhaven,Jacob Wilson,5,643.22
1775,08-May-23,Project Management,Internal,Failed,Port David,Brianna Williams,4,795.28
1776,07-Sep-22,Project Management,Internal,Failed,South Madison,Roy Johnson,2,521.69
1777,24-Apr-23,Customer Service,External,Incomplete,Greenehaven,Daniel Barton,3,157.78
1778,01-Sep-22,Project Management,External,Passed,Lake James,Holly Roth,3,803.94
1779,27-Nov-22,Project Management,Internal,Passed,Lake Donna,Gabriela Rodriguez,3,188.56
1780,25-Mar-23,Technical Skills,External,Passed,Brooksport,Brandy Conway,2,663.72
1781,04-Jul-23,Technical Skills,External,Failed,Carlahaven,Frank Perez,4,892.3
1782,21-Dec-22,Communication Skills,Internal,Passed,Bullockton,Ashley Rodriguez,3,560.35
1783,24-Dec-22,Technical Skills,External,Passed,Ramosport,Justin Frazier,2,595.5
1784,17-Nov-22,Communication Skills,External,Passed,East Jacob,Ashlee Conley,2,242.18
1785,07-Jan-23,Project Management,Internal,Failed,Cindyfurt,Brandon Fox,5,104.95
1786,23-Apr-23,Communication Skills,External,Completed,South Heather,Casey Armstrong,2,942.28
1787,31-Aug-22,Project Management,Internal,Passed,South Michaelstad,Steven Villa,2,756.7
1788,23-Dec-22,Leadership Development,Internal,Completed,Younghaven,Rhonda Ramirez,4,290.99
1789,08-Jan-23,Leadership Development,External,Incomplete,Lake Markport,Lisa Harrison,2,700.97
1790,19-Aug-22,Communication Skills,Internal,Incomplete,Sandersside,Kristin Watson,4,631.98
1791,26-Nov-22,Project Management,Internal,Failed,Ronniefurt,Jonathan Perry,5,282.85
1792,29-Nov-22,Technical Skills,Internal,Completed,New Kathryn,Barbara Parker,1,412.58
1793,28-Feb-23,Communication Skills,External,Passed,Hufffort,Antonio Baker,1,943.91
1794,31-Oct-22,Leadership Development,Internal,Completed,East Laura,Susan Murphy,3,208.13
1795,24-Feb-23,Leadership Development,External,Passed,Anthonymouth,Jennifer Peterson,2,145.47
1796,27-Oct-22,Customer Service,External,Failed,Genetown,Lindsay Adams,1,727.51
1797,24-Dec-22,Project Management,External,Failed,North Johnview,Kathy Myers DDS,5,581.43
1798,11-Dec-22,Communication Skills,Internal,Incomplete,South Shirley,Kayla Schwartz,1,725.94
1799,27-Oct-22,Technical Skills,Internal,Passed,Port Gregory,Marc Price,1,338.36
1800,17-Apr-23,Technical Skills,External,Failed,Masonborough,Adam Luna,1,732.84
1801,22-Jun-23,Technical Skills,External,Incomplete,West Matthew,William Alvarez,1,753.69
1802,16-Jul-23,Customer Service,Internal,Failed,Port Katherine,Dr. Reginald Chavez,5,131.92
1803,20-Sep-22,Leadership Development,External,Passed,Lake Benjamin,Steven Scott PhD,4,550.55
1804,22-Aug-22,Customer Service,Internal,Failed,Lake Racheltown,Rebecca Olson,1,767.49
1805,11-Feb-23,Communication Skills,Internal,Incomplete,Burnsfort,Randall Guzman,5,222.88
1806,27-Jul-23,Communication Skills,Internal,Passed,West Michaelhaven,Isaac Baker,3,176.2
1807,07-Mar-23,Technical Skills,External,Incomplete,Port Gary,April Nelson,5,794.61
1808,12-Oct-22,Customer Service,External,Passed,Sparksshire,Michael Frazier,1,147.08
1809,15-Aug-22,Communication Skills,Internal,Incomplete,East Jenniferchester,James Kelley,5,488.94
1810,22-Feb-23,Project Management,External,Failed,West Jimmy,Jessica Moses,1,603.57
1811,25-Jul-23,Customer Service,External,Incomplete,Jameschester,Douglas Brown,3,819.87
1812,04-Mar-23,Leadership Development,Internal,Incomplete,West Craig,Christopher Gibson,2,836.19
1813,05-Nov-22,Project Management,External,Passed,Christophermouth,Rachel Barnes,5,879.94
1814,04-Jun-23,Customer Service,Internal,Failed,West Destiny,Brad Williams,3,532.3
1815,03-Oct-22,Leadership Development,External,Incomplete,New Kimberlyport,Christopher George,5,758.21
1816,05-Jun-23,Communication Skills,Internal,Incomplete,Tylermouth,Melissa Chambers,2,253.51
1817,20-Aug-22,Leadership Development,Internal,Completed,Cherylland,Krista Fields,3,375.86
1818,20-Mar-23,Leadership Development,External,Incomplete,New Marie,Cody Murray,5,909.47
1819,19-Oct-22,Customer Service,Internal,Passed,South Amy,Eric Weiss,3,649.51
1820,30-Jun-23,Customer Service,Internal,Failed,Richview,David Henson,1,742.26
1821,12-Oct-22,Communication Skills,Internal,Passed,Moranburgh,Virginia Small,4,713.84
1822,29-Jul-23,Project Management,External,Incomplete,Wigginsland,Tony Long,1,999.06
1823,10-Jul-23,Leadership Development,Internal,Completed,Michelleland,Shirley Ali,4,977.99
1824,16-Sep-22,Leadership Development,External,Completed,Katherineside,Jessica Spencer,5,136.33
1825,05-Aug-22,Technical Skills,External,Completed,North Robertside,Robert Weaver,4,946.67
1826,24-Jul-23,Technical Skills,External,Passed,New Melissa,Lauren Malone,4,485.39
1827,28-Apr-23,Communication Skills,External,Incomplete,Weavermouth,Jesse Flores,5,962.02
1828,29-May-23,Technical Skills,External,Failed,Olsonborough,Stephanie Mullins,1,620.24
1829,21-Apr-23,Customer Service,External,Completed,East Jasmineview,Jennifer Miller,4,333.8
1830,29-Mar-23,Leadership Development,External,Passed,Knappfurt,Calvin Smith,3,764.21
1831,11-Dec-22,Project Management,Internal,Failed,East Jenna,Randall Donaldson,3,756.42
1832,30-Jul-23,Customer Service,Internal,Failed,Brennanborough,Kevin Gibson,2,716.62
1833,26-Mar-23,Technical Skills,Internal,Failed,New Davidfort,Patrick Gomez,2,712.9
1834,11-Mar-23,Technical Skills,Internal,Incomplete,Port Alicemouth,Gregory Kline,1,845.82
1835,01-Mar-23,Communication Skills,Internal,Passed,New Aaron,Vanessa Villarreal,4,727.9
1836,21-Jul-23,Project Management,Internal,Incomplete,North Brad,Rachel Daniels,1,760.41
1837,25-Jul-23,Project Management,Internal,Incomplete,Lake Tashaside,Andrew Velazquez,5,567.74
1838,14-Jan-23,Communication Skills,External,Incomplete,Collinsshire,Kimberly Richardson,5,582.7
1839,16-Aug-22,Leadership Development,External,Incomplete,West Nicole,Jacqueline Kelly,2,645.16
1840,07-Mar-23,Project Management,External,Passed,Port Dawnland,Steven Lewis,5,310.44
1841,13-Aug-22,Communication Skills,External,Failed,Michellefurt,Cody Moses DDS,4,683.42
1842,19-Jul-23,Communication Skills,Internal,Completed,Jacksontown,Jenna Parks,3,129.49
1843,11-Nov-22,Project Management,External,Incomplete,Ashleyburgh,Shawn Harris,5,349.46
1844,19-Aug-22,Project Management,Internal,Failed,Daniellemouth,John Santos,5,668.2
1845,31-Dec-22,Customer Service,External,Passed,Natashaburgh,Christopher Rowe,5,409.99
1846,25-Apr-23,Communication Skills,Internal,Passed,Torresstad,Abigail Underwood,4,964.4
1847,14-Feb-23,Leadership Development,External,Completed,Lake Jonathanville,Marissa Parker,1,777.95
1848,15-Feb-23,Communication Skills,Internal,Completed,Jonesshire,Philip Smith,5,816.07
1849,04-Jun-23,Leadership Development,External,Passed,New Jefferyfort,Brian Lee,4,332.12
1850,02-May-23,Communication Skills,Internal,Completed,Briannamouth,Gabrielle Matthews,1,950.45
1851,04-Sep-22,Communication Skills,External,Passed,Michaelview,Cody Daugherty,4,997.13
1852,16-Oct-22,Customer Service,Internal,Completed,Douglaschester,Matthew Goodman,1,917.56
